"nombre","direccion","ciudad","provincia","ci"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 14","CALLE 21 ENTRE 32 Y 34 MANZANA 102 - PARC. 12","VERONICA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 15","CALLE S/NOMBRE Y S/N° ILTICO","DPTO. DE CHICLIGASTA ","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 16","PASAJE OLAZABAL 497","VILLA CARAZA- LANUS","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 17","GRAL. LAVALLE 1260","AVELLANEDA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 2","CALLE ROCA 340 CASILLA 452","AVELLANEDA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 3","ALBERDI 1348 ISLA MACIEL","AVELLANEDA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 4","SUAREZ 521 LA BOCA","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 5","DOBLAS 4173 E/ HUEMUL Y MONGOFIEL MANZANA 181 PARC. 3","BUENOS AIRES","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 6","PINO S/N BARRIO LINDO","ADROGUE","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 7","518 N° 721 ENTRE 2Y 2 BIS","LA PLATA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 8","1° DE MARZO N° 950 LAVALLOL","LOMAS DE ZAMORA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA - FILIAL 9","CALLE 522 ENTRE 121 Y 122 TOLOSA","LA PLATA","Buenos Aires","497"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA MI FORTALEZA","FALUCHO 1048 ","BURZACO","Buenos Aires","3355"
"IGLESIA EVANGELICA CRISTIANA DE ARGENTINA YO SOY LA PUERTA","INTENDENTE OLIVIERI 1743 ","QUILMES","Buenos Aires","3362"
"IGLESIA EVANGELICA CRISTIANA DE FIORITO &quot;LA ESTRELLA DEL ORIENTE&quot;","LARRAZABAL 1821 ","VILLA FIORITO","Buenos Aires","927"
"IGLESIA EVANGELICA CRISTIANA DE QUILMES","CARLOS PELLEGRINI 1950 ","QUILMES","Buenos Aires","59"
"IGLESIA EVANGELICA CRISTIANA DE QUILMES - FILIAL 1","GABRIELA MISTRAL 832","FLORENCIO VARELA","Buenos Aires","59"
"IGLESIA EVANGELICA CRISTIANA DE ROSARIO - FILIAL 1","LAS HERAS 522","TOTORAS","Santa Fe","331"
"IGLESIA EVANGELICA CRISTIANA DE VILLA CARAZA","E.FERNANDEZ 3873 ","VILLA CARAZA","Buenos Aires","790"
"IGLESIA EVANGELICA CRISTIANA DE WILDE","GRAL. MANSILLA 5853 ","WILDE","Buenos Aires","58"
"IGLESIA EVANGELICA CRISTIANA DE WILDE - FILIAL 1","ESTANISLAO DEL CAMPO 1683","AVELLANEDA","Buenos Aires","58"
"IGLESIA EVANGELICA CRISTIANA DEL SEÑOR","CHOPIN 7639","GONZALEZ CATAN","Buenos Aires","2258"
"IGLESIA EVANGELICA CRISTIANA DEL SEÑOR - FILIAL 1","JOSE HERNANDEZ 2239 ENTRE VALENTIN GOMEZ SU AMERICA Y LACRA","LAFERRERE","Buenos Aires","2258"
"IGLESIA EVANGELICA CRISTIANA DIOS ES AMOR","ESPORA 71 ","GAIMAN","Chubut","2675"
"IGLESIA EVANGELICA CRISTIANA DIOS ES AMOR","CALLE 31 Nº 6085 BARRIO VILLA MITRE","BERAZATEGUI","Buenos Aires","1575"
"IGLESIA EVANGELICA CRISTIANA DIOS ES AMOR - FILIAL 1","REMEDIOS DE ESCALADA ENTRE MAIPU Y 28 DE JULIO MANZANA 71 LOTE 11","DOLAVON ","Chubut","2675"
"IGLESIA EVANGELICA CRISTIANA DIOS ES AMOR - FILIAL 2","MORETEANO 1845 BARRIO SARMIENTO","TRELEW","Chubut","2675"
"IGLESIA EVANGELICA CRISTIANA EBEN-EZER","LOPEZ Y PLANES 976 VILLA 9 DE JULIO","SAN MIGUEL DE TUCUMÁN","Tucuman","2199"
"IGLESIA EVANGELICA CRISTIANA EBEN-EZER - FILIAL 1","URUGUAY 4373 BARRIO OESTE 2","SAN MIGUEL DE TUCUMAN","Tucuman","2199"
"IGLESIA EVANGELICA CRISTIANA EBEN-EZER - FILIAL 2","LAS ROSAS S/N° DIAGONAL A KM. 2,6","TAFI VIEJO","Tucuman","2199"
"IGLESIA EVANGELICA CRISTIANA EBEN-EZER - FILIAL 3","TIRO SUIZO S/N° RUTA 38 KM. 1,5","OHUANTA MANANTIAL","Tucuman","2199"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR","TALCAHUANO 260 ","Bº ROJAS (EL TALAR)","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 1","SANTA RITA S/N- LOTE 7- MANZANA 29 Bº PARQUE FLORIDO","BELEN DE ESCOBAR","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 11","LOTE 20, SECCION 7, CALLE JULIO IRAZUSTA E/ SAMANIEGO Y TAGUADA CORZUELA","GUALEGUAYCHU","Entre Ríos","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 12","JUAN DE HERRERA E/DARREGUEIRA Y MORENO- MANZANA 134 PARC. 9","LOS POLVORINES","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 13","PRINGLES ESQ. ALVEAR. SECC. B-MANZ. 39C- PARC. 1","DEL VISO","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 14","LAS AMAPOLAS 2074. EL TALAR","GENERAL PACHECO","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 15","CERVIÑO S/N Bº LAS TUNAS","GENERAL PACHECO","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 16","J. M. ROSAS ESQ. GOTAN - B° EL TRIANGULO","MONTE QUEMADO","Santiago del Estero","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 2","MISIONES S/N- LOTE 11 MANZANA 1- H. GARIN","ESCOBAR","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 4","LA DILIGENCIA S/N MANZANA 7 CUARTEL 5º","BOVRIL","Entre Ríos","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 5","CERVIÑO 3182 MANZANA 3, LOTE 25. GENERAL PACHECO","TIGRE","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 6","JORGE NEWVERY Y MARCELINO UGARTE LOTE 6 MANZANA 84","EXALTACION DE LA CRUZ","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 7","URBINO Y ASBORNO, MANZANA 13, LOTE 3","ESCOBAR","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 8","MANZANA 104, PARCELA 6","EXALTACION DE LA CRUZ","Buenos Aires","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR - FILIAL 9","LOTE 63- SOLAR 6, MANZANA &quot;A&quot;, COLONIA AVIGDOR, DSITRICTO ALCARAZ","LA PAZ","Entre Ríos","999"
"IGLESIA EVANGELICA CRISTIANA EL SEMBRADOR DE MERLO","BURGOS 563","LIBERTAD ","Buenos Aires","3755"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS","FISCHETTI 5684 ","VILLA BOSCH","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 1","SAN MARTIN 1221","CURUZU CUATIA","Corrientes","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 10","TUCUMAN 1082","LONGCHAMPS","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 11","RODRIGEZ PEÑA 6733","MAR DEL PLATA","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 12","LOTE 14 MANZANA 429 E/ ANGELA FIRPO Y OTAMENDI","NOGOYA","Entre Ríos","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 13","CONVENTO DE SAN CARLOS 2537 - BARRIO YAPEYU","PABLO NOGUES","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 14","DIAGONAL MAZZINI 3339","WILLIAMS MORRIS","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 15","ACCESO RUTA 11 COLONIA MARTIN TORNQUIST","VERONICA","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 16","ANTARTIDA ARGENTINA S/N° ENTRRE LAURIA Y TIERRA DEL FUEGO BARRIO WIDE","PILAR","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 17","OLAVARRIA 430 BARRIO LOS TRONCOS","PILAR","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 18","BUSTAMANTE 3112","WILLIAMS MORRIS","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 19","VIRGEN DE LOURDES 3112","VILLA NUMANCIA","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 2","ITATI 624 - BARRIO LA CHECHELA","ESCOBAR","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 20","MAIPU S/N° ENTRE ESMERALDA E ITUZAINGO","SAN VICENTE","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 21","SAN MARTIN 1221","CURUZU CUATIA","Corrientes","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 22","ESTRADA 4363 VILLA LANZONE","JOSE LEON SUAREZ","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 3","FRANCISCO DE AGUIRRE S/N E/ MATIENZO Y URQUIZA","FERNANDEZ","Santiago del Estero","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 4","CNEL. BOGADO ESQ. LUGONES LOTE 17","GRAND BOURG","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 5","ASCASUBI 2513 - VILLA UDAONDO","ITUZAINGO","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 6","UGARTECHE Y CAMINO DERQUI","JOSE C. PAZ","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 7","JUAN DIAZ DE SOLIS 3548","JOSE C. PAZ","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 8","SANTA ELENA Y 47 - BARRIO SANTA ELENA - GUERNICA","GUERNICA","Buenos Aires","689"
"IGLESIA EVANGELICA CRISTIANA EN CASEROS - FILIAL 9","BUENOS AIRES 75","LA BANDA","Santiago del Estero","689"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA","AV. ITALIA 1045 ","FORMOSA","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 1","MZ 27 PAR-4 CALLE S/N","Bº EVA PERON","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 10","LOTE 48 (2 BOCA) CALLE S/N","PROTERO NORTE","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 11","CALLE 4ªPROYECTADA E/URIBURU-BRANSEN","Bº V DEL ROSARIO","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 12","MZ 7ª LOTE 12","Bº LA FLORESTA","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 2","LOTE 11 MZ 12 CALLE LORENZO WINTER S/N","Bº SAN ANDRES","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 3","PAR-5 MZ-1 CALLE S/N","BºS BOLIVAR","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 4","LOTE 7 MZ 10 CALLE S/N","Bº LUJAN","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 5","LOTE 23 MZ 48 CALLE AYACUCHO Y 2ª PROYECTADA","Bº J BAUTISTA","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 6","MZ 44 PARC 28 CASA 4 CALLE S/N","Bº J D PERON","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 7","MZ 5 SECT A CASA 16 AV ITALIA 2851","Bº 2 DE ABRIL","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 8","LOTE N-A-B MZ-56 CALLE S/N","TATANE","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN FORMOSA - FILIAL 9","MZ 5 PARC 3 CALLE S/N","PAYAGUA","Formosa","754"
"IGLESIA EVANGELICA CRISTIANA EN SAN MIGUEL","CHARLONE 625 ","SAN MIGUEL","Buenos Aires","177"
"IGLESIA EVANGELICA CRISTIANA EN SAN MIGUEL - FILIAL 1","CONSTITUCION Y JCPAZ C3/F1/P9","BENAVIDEZ","Buenos Aires","177"
"IGLESIA EVANGELICA CRISTIANA EN SAN MIGUEL - FILIAL 2","RODRIGUEZ 1051 BºSTA CRUZ","LAS CHUMBAS","San Juan","177"
"IGLESIA EVANGELICA CRISTIANA EN SAN MIGUEL - FILIAL 3","GELLY OBES 2746 DPTO12 A BORWN","TIGRE","Buenos Aires","177"
"IGLESIA EVANGELICA CRISTIANA EN SAN MIGUEL - FILIAL 4","AV LARRALDE 2679 LOS TABANOS","TIGRE","Buenos Aires","177"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL","BINNON 3763 ","JOSE MARMOL","Buenos Aires","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 1","CALLE E ENTRE 24BIS Y 26","RAFAEL CALZADA","Buenos Aires","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 10","J MARMOL 2025 Bº GOLF CLUB","SAN NICOLAS","Buenos Aires","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 11","NICOLAS AVELLANEDA 952","SAUCE","Corrientes","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 12","CALLE 9 S/N MANZ 70 SOLAR C","VIA TERAY","Chaco","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 2","BELGRANO Y RIVADAVIA","CORZUELA","Chaco","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 3","RIVADAVIA S/N LOTE 4 MANZ B","FERNANDEZ","Santiago del Estero","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 4","8 E/SAN MIGUEL E IGLESIAS","FLORENCIO VARELA","Buenos Aires","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 5","MANZ53/L24 CALLE ROJAS S/N","GLEW","Buenos Aires","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 6","ACCESO OESTE Y RUTA 16","LOS FRONTONES","Chaco","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 7","13 E/36Y38 Bº NUEVO M4/S15","ROQUE SAENZ PEÑA","Chaco","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 8","7 ENTRE 12 Y 14 M16/L7","ROQUE SAENZ PEÑA","Chaco","99"
"IGLESIA EVANGELICA CRISTIANA ESPIRITUAL - FILIAL 9","CAMPBELL 322 BIS Bº LUDUEÑA","ROSARIO","Santa Fe","99"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS","DALMEIRA 4477 ","ISIDRO CASANOVA","Buenos Aires","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL ","PEARSON Y COSTA RICA S/N MZNA. 7 C- PARCELA 6","LIBERTAD","Buenos Aires","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 1","ESTACION ATAMIZQUI","X","Santiago del Estero","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 2","LOTE 8 MZNA.","A. FERNANDEZ","Santiago del Estero","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 3","HIPOLOTO YRIGOYEN 1103","SAN JUSTO","Buenos Aires","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 4","LOTE 8 MANZ. 30 MEDELLIN","DPTO. ATAMISQUI","Buenos Aires","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 5","PARAJE EL DORADO","DPTO. ATAMISQUI - SIMBOL PAMPA MEDELLIN","Santiago del Estero","581"
"IGLESIA EVANGELICA CRISTIANA ESPOSA DE JESUS - FILIAL 6","COLLERA HUARCUNA- CAMPO LA FORTUNA . RUTA PROVINCIAL 159","DPTO. VILLA ATAMISQUI","Santiago del Estero","581"
"IGLESIA EVANGÉLICA CRISTIANA FE Y ESPERANZA DE MONTE GRANDE","MARIANO ALEGRE 1631","ESTEBAN ECHEVERRIA","Buenos Aires","4303"
"IGLESIA EVANGÉLICA CRISTIANA HOSANNA","CALLE: MARTIN FIERRO Y AVENIDA TAGLIORETTI , BARRIO MOLINO","BENITO JUAREZ ","Buenos Aires","5012"
"IGLESIA EVANGELICA CRISTIANA JESUCRISTO ESTA PRESENTE","CALLE 120A N° 560 B° LOS PINOS ","BERAZATEGUI","Buenos Aires","3327"
"IGLESIA EVANGELICA CRISTIANA JESUCRISTO TODOPODEROSO","CAMACUA 2461 ","VILLA LUZURIAGA","Buenos Aires","3360"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR","LARREA 1366 ","GLEW","Buenos Aires","2502"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR","LAVALLE 1148 ","BERNAL","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR","NEUQUÉN 1415 ","EL PALOMAR","Buenos Aires","321"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 1","JOSE BIBOLINI 2330 BARRIO LA FLORESTA","FORMOSA","Formosa","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 1","ANGEL GALLARDO 4942","JOSE C. PAZ","Buenos Aires","321"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 2","BERNARDO DE IRIGOYEN 4350 BARRIO SAN CARLOS","MAR DEL PLATA","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 2","MUÑIZ 1692","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","321"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 3","CALLE 525 N° 2136 VILLA ARGENTINA","FLORENCIO VARELA ","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 4","AV. ROCA 223","AVELLANEDA","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 5","CALLE 135 S/N° ENTRE 5 Y 6 LOTE 9 MANZANA 20 BARRIO EL SOL","BERAZATEGUI","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 6","CALLE 11 N° 4709 ENTRE 147 Y 148","BERAZATEGUI","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL BUEN PASTOR - FILIAL 7","AVDA. LOS QUILMES 2042 BARRIO EL TRIANGULO","BERNAL","Buenos Aires","1519"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR","SAAVEDRA 2710 ","LOS PARAISOS","Córdoba","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 1","VICTORIA 4964","LAS HERAS","Mendoza","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 2","SICILIA 5520","MAR DEL PLATA","Buenos Aires","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 3","URUGUAY 1152","PALPALA","Jujuy","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 4","SAN MARTIN S/N MANZANA N LOTE 18","RIO SEGUNDO","Córdoba","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 5","EX RUTA Nº 7 KM. 4 Bº 1º DE MAYO","SAN LUIS","San Luis","55"
"IGLESIA EVANGELICA CRISTIANA JESUS EL SALVADOR - FILIAL 6","CASTEX 236","SANTA ROSA","La Pampa","55"
"IGLESIA EVANGELICA CRISTIANA JESUS ES VIDA Y ESPERANZA","AVDA. MARIO BRAVO 1242","MAR DEL PLATA ","Buenos Aires","3890"
"IGLESIA EVANGELICA CRISTIANA JESUS RESTAURADOR ","CAMPANA 2052","INGENIERO BUDGE","Buenos Aires","3598"
"IGLESIA EVANGELICA CRISTIANA JESUS TE AMA","BIGATTI 1081 ","GLEW","Buenos Aires","2196"
"IGLESIA EVANGELICA CRISTIANA JESUS TE AMA - FILIAL 1","GUATAMBU 585 LOMA VERDE","ADROGUE","Buenos Aires","2196"
"Iglesia Evangélica Cristiana La Buena Cosecha ","Calle: Arturo Bas N° 1299. Localidad De Laguna Larga","Río Segundo ","Córdoba","4740"
"IGLESIA EVANGELICA CRISTIANA LEON DE JUDA","DE LA MEDIA CAÑA 490- B° ALICIA RISLER","ESTACION GUIÑAZU","Córdoba","3471"
"IGLESIA EVANGELICA CRISTIANA LOS PEREGRINOS","OMBU 3709 ","DON TORCUATO","Buenos Aires","2653"
"IGLESIA EVANGELICA CRISTIANA LOS PEREGRINOS - FILIAL 1","ISLA QUINTA DORA Y MARY CIRC. II CALL 4 QUINTA 852 PARCELA 10","CANAL LAZERNA ","Buenos Aires","2653"
"IGLESIA EVANGELICA CRISTIANA LOS PEREGRINOS - FILIAL 2","CHECOSLOVAQUIA 3159 BARRIO SANTA TERESA","MAQUINISTA SAVIO","Buenos Aires","2653"
"IGLESIA EVANGELICA CRISTIANA LOS PEREGRINOS - FILIAL 3","AV. MITRE S/N"," LOTE 2 MANZANA 22 ","Santiago del Estero",""
"IGLESIA EVANGELICA CRISTIANA MANANTIAL EN EL DESIERTO","SANTA CRUZ ENTRE AMERICA Y MURILLO LOTE 24 MANZANA 4","FLORENCIO VARELA","Buenos Aires","2599"
"IGLESIA EVANGELICA CRISTIANA MANANTIAL EN EL DESIERTO - FILIAL 1","CALLE 115 N° 2158","BERAZATEGUI","Buenos Aires","2599"
"IGLESIA EVANGELICA CRISTIANA MANANTIAL EN EL DESIERTO - FILIAL 2","AVDA. OLIVOS GOLF CLUB 1493","PABLO NOGUES","Buenos Aires","2599"
"IGLESIA EVANGELICA CRISTIANA MANANTIAL EN EL DESIERTO - FILIAL 3","LOTE 25 FRACCION B DEPTO. SANTA MARIA","SAN JUAN DE LA SIERRA ","Misiones","2599"
"IGLESIA EVANGELICA CRISTIANA MISIONERA &quot;NUEVA JUDA&quot;","CALLE 73 E/ 150 Y 151 ","LA PLATA","Buenos Aires","1069"
"IGLESIA EVANGELICA CRISTIANA MONTE SINAI","ALGARROBO 565 MANZANA 216 PARCELA 13 BARRIO LINDO","ADROGUE","Buenos Aires","1619"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB","GARIBALDI 4465 ","VIRREYES","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 1","OMBU LOTE 20 MANZANA 16","DON TORCUATO ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 10","PARCELA 4 LOTE 4","CEIBAS ","Entre Ríos","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 11","PUEYRREDON 2095 BARRIO VILLA DEL CARMEN","SAN FERNANDO ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 12","PASAJE MUNICH 1777","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 2","BARTOLOME MITRE S/N°","COLONIA DORA ","Santiago del Estero","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 3","SAN MARTIN 908 (REPRESA MUNICIPAL)","HERRERA ","Santiago del Estero","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 4","PARCELA 12 LOTE 6 CALLEJON DE CRISTO S/N°","SAN PEDRO","Córdoba","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 5","JULIAN AGUIRRE S/N° CIRC. IV SECCION 3 PARCELA 15 Y 16","INGENIERO MASCHWITZ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 6","SAN MARTIN 51","DERQUI ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 7","SECCION C MANZANA 80 LOTE 14A","INGENIERO MASCHWITZ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 8","WARNES S/N° MANZANA 79 PARCELA 16 BARRIO VUCETICH","JOSE C. PAZ ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PEÑA DE HOREB - FILIAL 9","QUINTANA 179","LAS FLORES ","Buenos Aires","239"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL","ZORZAL 4095 ","TEMPERLEY","Buenos Aires","769"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL","VASCO NUÑEZ BALBOA 4285 ","LA MATANZA","Buenos Aires","2471"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL &quot; EL ESTABLO DE BELEN&quot;","DOMINGO GARCíA 461 ","Bº RIO SALI","Tucuman","2444"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL - FILIAL 1","MANZANA 202 LOTE 10 SECCION 7 BARRIO LA FLECHA","SPEGAZZINI","Buenos Aires","769"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL - FILIAL 2","TAFI S/N° MANZANA 63 LOTE 18 VILLA ANGELA","FLORENCIO VARELA","Buenos Aires","769"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL - FILIAL 3","ANTARTIDA S/N° LOTE 5 MANZANA 81 BARRIO LA CAROLINA","FLORENCIO VARELA","Buenos Aires","769"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL EBENEZER","GRAL. PAZ 270 ","PUNTA ALTA","Buenos Aires","1569"
